process.b1.capacity,process.b2.capacity,process.b3.capacity,process.b4.capacity,property.price,property.product,property.winner,verification.result,verification.time
0,1,1,1,78,5,0,False,742.825
0,1,1,1,79,5,0,False,723.8125
0,1,1,1,80,5,0,True,101.7375
0,1,1,1,80,5,2,False,770.2375
0,1,1,1,80,5,3,False,770.75
0,1,1,1,80,5,4,True,106.3375
0,1,2,0,59,1,0,False,513.2333333333333
0,1,2,0,59,2,0,False,1527.53
0,1,2,0,59,4,0,False,476.3222222222222
0,1,2,0,59,6,0,False,145.4
0,1,2,0,60,1,0,False,443.01666666666665
0,1,2,0,60,2,0,False,1137.465
0,1,2,0,60,4,0,False,419.85555555555555
0,1,2,0,60,6,0,True,91.805
0,1,2,0,60,6,2,True,85.25
0,1,2,0,60,6,3,False,134.325
0,1,2,0,61,1,0,False,462.05833333333334
0,1,2,0,61,2,0,False,1293.665
0,1,2,0,61,4,0,False,441.8388888888889
0,1,2,0,62,1,0,False,463.7083333333333
0,1,2,0,62,2,0,False,1245.215
0,1,2,0,62,4,0,False,434.75
0,1,2,0,63,1,0,False,463.075
0,1,2,0,63,2,0,False,1290.88
0,1,2,0,63,4,0,False,455.26666666666665
0,1,2,0,64,1,0,False,389.3
0,1,2,0,64,2,0,False,991.07
0,1,2,0,64,4,0,False,362.81111111111113
0,1,2,0,65,1,0,False,411.825
0,1,2,0,65,2,0,False,1106.455
0,1,2,0,65,4,0,False,384.3388888888889
0,1,2,0,66,1,0,False,398.48333333333335
0,1,2,0,66,2,0,False,1098.255
0,1,2,0,66,4,0,False,377.39444444444445
0,1,2,0,67,1,0,False,428.8333333333333
0,1,2,0,67,2,0,False,1236.05
0,1,2,0,67,4,0,False,417.1388888888889
0,1,2,0,68,1,0,False,395.4583333333333
0,1,2,0,68,2,0,False,917.335
0,1,2,0,68,4,0,False,363.25555555555553
0,1,2,0,69,1,0,False,412.6666666666667
0,1,2,0,69,2,0,False,1020.25
0,1,2,0,69,3,0,False,109.71
0,1,2,0,69,4,0,False,399.27777777777777
0,1,2,0,70,1,0,True,383.19166666666666
0,1,2,0,70,1,2,True,412.525
0,1,2,0,70,1,3,False,455.6166666666667
0,1,2,0,70,2,0,False,1013.485
0,1,2,0,70,3,0,True,101.765
0,1,2,0,70,3,2,True,94.635
0,1,2,0,70,3,3,False,99.945
0,1,2,0,70,4,0,True,348.15555555555557
0,1,2,0,70,4,2,True,375.73333333333335
0,1,2,0,70,4,3,False,429.93888888888887
0,1,2,0,71,2,0,False,1123.56
0,1,2,0,72,2,0,False,1087.23
0,1,2,0,73,2,0,False,1260.775
0,1,2,0,74,2,0,False,1203.43
0,1,2,0,75,2,0,False,1345.56
0,1,2,0,76,2,0,False,979.395
0,1,2,0,77,2,0,False,1127.495
0,1,2,0,78,2,0,False,1113.075
0,1,2,0,79,2,0,False,1276.795
0,1,2,0,80,2,0,True,119.28
0,1,2,0,80,2,2,True,312.645
0,1,2,0,80,2,3,True,120.82
0,1,2,1,59,1,0,False,665.2261904761905
0,1,2,1,59,2,0,False,1716.807142857143
0,1,2,1,59,4,0,False,585.7870370370371
0,1,2,1,59,6,0,False,256.54285714285714
0,1,2,1,60,1,0,False,616.9166666666666
0,1,2,1,60,2,0,False,1300.9642857142858
0,1,2,1,60,4,0,False,552.8611111111111
0,1,2,1,60,6,0,True,92.24285714285715
0,1,2,1,60,6,2,True,94.55714285714286
0,1,2,1,60,6,3,False,249.07857142857142
0,1,2,1,60,6,4,False,228.84285714285716
0,1,2,1,61,1,0,False,640.5119047619048
0,1,2,1,61,2,0,False,1411.1642857142858
0,1,2,1,61,4,0,False,565.7037037037037
0,1,2,1,62,1,0,False,628.7261904761905
0,1,2,1,62,2,0,False,1390.7428571428572
0,1,2,1,62,4,0,False,572.4351851851852
0,1,2,1,63,1,0,False,628.702380952381
0,1,2,1,63,2,0,False,1417.6285714285714
0,1,2,1,63,4,0,False,571.8055555555555
0,1,2,1,64,1,0,False,560.1428571428571
0,1,2,1,64,2,0,False,1187.6357142857144
0,1,2,1,64,4,0,False,497.4074074074074
0,1,2,1,65,1,0,False,586.3333333333334
0,1,2,1,65,2,0,False,1317.15
0,1,2,1,65,4,0,False,519.2037037037037
0,1,2,1,66,1,0,False,576.3928571428571
0,1,2,1,66,2,0,False,1299.5285714285715
0,1,2,1,66,4,0,False,516.675925925926
0,1,2,1,67,1,0,False,598.5357142857143
0,1,2,1,67,2,0,False,1455.3785714285714
0,1,2,1,67,4,0,False,542.074074074074
0,1,2,1,68,1,0,False,557.4285714285714
0,1,2,1,68,2,0,False,1113.7214285714285
0,1,2,1,68,4,0,False,492.25
0,1,2,1,69,1,0,False,573.9642857142857
0,1,2,1,69,2,0,False,1208.7785714285715
0,1,2,1,69,3,0,False,184.72142857142856
0,1,2,1,69,4,0,False,522.9907407407408
0,1,2,1,69,5,0,False,763.0944444444444
0,1,2,1,70,1,0,True,528.5357142857143
0,1,2,1,70,1,2,True,577.5595238095239
0,1,2,1,70,1,3,False,630.3571428571429
0,1,2,1,70,1,4,False,607.7857142857143
0,1,2,1,70,2,0,False,1209.7214285714285
0,1,2,1,70,3,0,True,159.65
0,1,2,1,70,3,2,True,154.2
0,1,2,1,70,3,3,False,178.55
0,1,2,1,70,3,4,False,184.57857142857142
0,1,2,1,70,4,0,True,435.49074074074076
0,1,2,1,70,4,2,True,468.8703703703704
0,1,2,1,70,4,3,False,561.6851851851852
0,1,2,1,70,4,4,False,543.6574074074074
0,1,2,1,70,5,0,False,758.1166666666667
0,1,2,1,71,2,0,False,1341.2642857142857
0,1,2,1,71,5,0,False,762.5222222222222
0,1,2,1,72,2,0,False,1276.2785714285715
0,1,2,1,72,5,0,False,744.5611111111111
0,1,2,1,73,2,0,False,1459.3357142857142
0,1,2,1,73,5,0,False,727.5666666666667
0,1,2,1,74,2,0,False,1393.1214285714286
0,1,2,1,74,5,0,False,748.5722222222222
0,1,2,1,75,2,0,False,1550.7785714285715
0,1,2,1,75,5,0,False,735.5444444444445
0,1,2,1,76,2,0,False,1171.9714285714285
0,1,2,1,76,5,0,False,740.7777777777778
0,1,2,1,77,2,0,False,1309.6142857142856
0,1,2,1,77,5,0,False,734.8444444444444
0,1,2,1,78,2,0,False,1316.1857142857143
0,1,2,1,78,5,0,False,736.1833333333333
0,1,2,1,79,2,0,False,1480.9214285714286
0,1,2,1,79,5,0,False,742.3444444444444
0,1,2,1,80,2,0,True,126.50714285714285
0,1,2,1,80,2,2,True,369.97857142857146
0,1,2,1,80,2,3,True,130.6642857142857
0,1,2,1,80,2,4,False,1386.1571428571428
0,1,2,1,80,5,0,True,102.61666666666666
0,1,2,1,80,5,2,False,783.3722222222223
0,1,2,1,80,5,3,False,782.6888888888889
0,1,2,1,80,5,4,True,105.6
0,2,1,0,59,1,0,False,522.525
0,2,1,0,59,4,0,False,466.4625
0,2,1,0,59,6,0,False,144.525
0,2,1,0,60,1,0,False,447.9
0,2,1,0,60,4,0,False,412.4125
0,2,1,0,60,6,0,True,93.575
0,2,1,0,60,6,2,True,87.55
0,2,1,0,60,6,3,False,132.325
0,2,1,0,61,1,0,False,468.8
0,2,1,0,61,4,0,False,429.3125
0,2,1,0,62,1,0,False,476.3
0,2,1,0,62,4,0,False,431.5625
0,2,1,0,63,1,0,False,471.675
0,2,1,0,63,4,0,False,447.0125
0,2,1,0,64,1,0,False,394.275
0,2,1,0,64,4,0,False,351.3625
0,2,1,0,65,1,0,False,410.15
0,2,1,0,65,4,0,False,379.2375
0,2,1,0,66,1,0,False,399.35
0,2,1,0,66,4,0,False,375.925
0,2,1,0,67,1,0,False,434.025
0,2,1,0,67,4,0,False,406.8
0,2,1,0,68,1,0,False,391.625
0,2,1,0,68,4,0,False,357.725
0,2,1,0,69,1,0,False,411.95
0,2,1,0,69,3,0,False,105.425
0,2,1,0,69,4,0,False,395.3875
0,2,1,0,70,1,0,True,377.325
0,2,1,0,70,1,2,True,418.6
0,2,1,0,70,1,3,False,446.125
0,2,1,0,70,3,0,True,98.975
0,2,1,0,70,3,2,True,94.275
0,2,1,0,70,3,3,False,100.6
0,2,1,0,70,4,0,True,345.0
0,2,1,0,70,4,2,True,367.0
0,2,1,0,70,4,3,False,420.625
0,2,1,1,59,1,0,False,654.78125
0,2,1,1,59,4,0,False,570.2708333333334
0,2,1,1,59,6,0,False,257.1666666666667
0,2,1,1,60,1,0,False,607.625
0,2,1,1,60,4,0,False,544.7708333333334
0,2,1,1,60,6,0,True,92.75
0,2,1,1,60,6,2,True,95.97222222222223
0,2,1,1,60,6,3,False,245.36111111111111
0,2,1,1,60,6,4,False,230.75
0,2,1,1,61,1,0,False,623.0
0,2,1,1,61,4,0,False,550.0208333333334
0,2,1,1,62,1,0,False,620.375
0,2,1,1,62,4,0,False,551.4375
0,2,1,1,63,1,0,False,624.25
0,2,1,1,63,4,0,False,550.0625
0,2,1,1,64,1,0,False,559.21875
0,2,1,1,64,4,0,False,488.8958333333333
0,2,1,1,65,1,0,False,578.25
0,2,1,1,65,4,0,False,489.4375
0,2,1,1,66,1,0,False,568.4375
0,2,1,1,66,4,0,False,486.6458333333333
0,2,1,1,67,1,0,False,608.3125
0,2,1,1,67,4,0,False,526.5833333333334
0,2,1,1,68,1,0,False,560.65625
0,2,1,1,68,4,0,False,485.8333333333333
0,2,1,1,69,1,0,False,581.90625
0,2,1,1,69,3,0,False,177.75
0,2,1,1,69,4,0,False,512.5208333333334
0,2,1,1,69,5,0,False,745.525
0,2,1,1,70,1,0,True,523.40625
0,2,1,1,70,1,2,True,574.21875
0,2,1,1,70,1,3,False,609.34375
0,2,1,1,70,1,4,False,597.875
0,2,1,1,70,3,0,True,156.94444444444446
0,2,1,1,70,3,2,True,148.97222222222223
0,2,1,1,70,3,3,False,172.16666666666666
0,2,1,1,70,3,4,False,180.72222222222223
0,2,1,1,70,4,0,True,429.125
0,2,1,1,70,4,2,True,457.3958333333333
0,2,1,1,70,4,3,False,563.0625
0,2,1,1,70,4,4,False,541.4583333333334
0,2,1,1,70,5,0,False,756.35
0,2,1,1,71,5,0,False,750.65
0,2,1,1,72,5,0,False,739.6
0,2,1,1,73,5,0,False,727.05
0,2,1,1,74,5,0,False,758.275
0,2,1,1,75,5,0,False,724.4
0,2,1,1,76,5,0,False,736.95
0,2,1,1,77,5,0,False,741.675
0,2,1,1,78,5,0,False,781.25
0,2,1,1,79,5,0,False,736.225
0,2,1,1,80,5,0,True,103.975
0,2,1,1,80,5,2,False,779.025
0,2,1,1,80,5,3,False,771.8
0,2,1,1,80,5,4,True,104.5
0,2,2,0,59,1,0,False,511.4791666666667
0,2,2,0,59,2,0,False,1525.9107142857142
0,2,2,0,59,4,0,False,478.0416666666667
0,2,2,0,59,6,0,False,144.30357142857142
0,2,2,0,60,1,0,False,442.25
0,2,2,0,60,2,0,False,1135.2767857142858
0,2,2,0,60,4,0,False,413.9375
0,2,2,0,60,6,0,True,90.44642857142857
0,2,2,0,60,6,2,True,85.58035714285714
0,2,2,0,60,6,3,False,134.78571428571428
0,2,2,0,61,1,0,False,459.8229166666667
0,2,2,0,61,2,0,False,1283.669642857143
0,2,2,0,61,4,0,False,438.31944444444446
0,2,2,0,62,1,0,False,456.28125
0,2,2,0,62,2,0,False,1246.2857142857142
0,2,2,0,62,4,0,False,437.1875
0,2,2,0,63,1,0,False,462.78125
0,2,2,0,63,2,0,False,1302.4732142857142
0,2,2,0,63,4,0,False,454.06944444444446
0,2,2,0,64,1,0,False,387.1354166666667
0,2,2,0,64,2,0,False,1001.1428571428571
0,2,2,0,64,4,0,False,358.8611111111111
0,2,2,0,65,1,0,False,412.0729166666667
0,2,2,0,65,2,0,False,1101.6607142857142
0,2,2,0,65,4,0,False,384.40277777777777
0,2,2,0,66,1,0,False,389.625
0,2,2,0,66,2,0,False,1109.482142857143
0,2,2,0,66,4,0,False,384.27777777777777
0,2,2,0,67,1,0,False,420.5208333333333
0,2,2,0,67,2,0,False,1233.2767857142858
0,2,2,0,67,4,0,False,420.5625
0,2,2,0,68,1,0,False,383.6770833333333
0,2,2,0,68,2,0,False,910.6964285714286
0,2,2,0,68,4,0,False,364.56944444444446
0,2,2,0,69,1,0,False,408.9375
0,2,2,0,69,2,0,False,1011.9642857142857
0,2,2,0,69,3,0,False,111.11607142857143
0,2,2,0,69,4,0,False,394.0763888888889
0,2,2,0,70,1,0,True,376.8229166666667
0,2,2,0,70,1,2,True,417.8229166666667
0,2,2,0,70,1,3,False,448.3645833333333
0,2,2,0,70,2,0,False,1018.7142857142857
0,2,2,0,70,3,0,True,103.47321428571429
0,2,2,0,70,3,2,True,96.51785714285714
0,2,2,0,70,3,3,False,103.84821428571429
0,2,2,0,70,4,0,True,344.6458333333333
0,2,2,0,70,4,2,True,369.9166666666667
0,2,2,0,70,4,3,False,431.40277777777777
0,2,2,0,71,2,0,False,1120.4107142857142
0,2,2,0,72,2,0,False,1082.267857142857
0,2,2,0,73,2,0,False,1238.5267857142858
0,2,2,0,74,2,0,False,1198.0714285714287
0,2,2,0,75,2,0,False,1337.205357142857
0,2,2,0,76,2,0,False,981.2410714285714
0,2,2,0,77,2,0,False,1129.607142857143
0,2,2,0,78,2,0,False,1101.482142857143
0,2,2,0,79,2,0,False,1285.4107142857142
0,2,2,0,80,2,0,True,116.82142857142857
0,2,2,0,80,2,2,True,311.9732142857143
0,2,2,0,80,2,3,True,123.60714285714286
0,2,2,1,59,1,0,False,678.7037037037037
0,2,2,1,59,2,0,False,1706.0378787878788
0,2,2,1,59,4,0,False,583.0763888888889
0,2,2,1,59,6,0,False,254.7651515151515
0,2,2,1,60,1,0,False,620.5
0,2,2,1,60,2,0,False,1310.6818181818182
0,2,2,1,60,4,0,False,555.9097222222222
0,2,2,1,60,6,0,True,91.25757575757575
0,2,2,1,60,6,2,True,93.21212121212122
0,2,2,1,60,6,3,False,245.25
0,2,2,1,60,6,4,False,227.28030303030303
0,2,2,1,61,1,0,False,641.8703703703703
0,2,2,1,61,2,0,False,1420.0454545454545
0,2,2,1,61,4,0,False,570.3402777777778
0,2,2,1,62,1,0,False,638.2129629629629
0,2,2,1,62,2,0,False,1396.8484848484848
0,2,2,1,62,4,0,False,574.0902777777778
0,2,2,1,63,1,0,False,644.0092592592592
0,2,2,1,63,2,0,False,1436.7954545454545
0,2,2,1,63,4,0,False,584.3055555555555
0,2,2,1,64,1,0,False,569.8611111111111
0,2,2,1,64,2,0,False,1201.8181818181818
0,2,2,1,64,4,0,False,499.55555555555554
0,2,2,1,65,1,0,False,596.6203703703703
0,2,2,1,65,2,0,False,1301.3030303030303
0,2,2,1,65,4,0,False,524.8055555555555
0,2,2,1,66,1,0,False,581.6111111111111
0,2,2,1,66,2,0,False,1301.0530303030303
0,2,2,1,66,4,0,False,506.97222222222223
0,2,2,1,67,1,0,False,619.6574074074074
0,2,2,1,67,2,0,False,1454.280303030303
0,2,2,1,67,4,0,False,544.1041666666666
0,2,2,1,68,1,0,False,574.7037037037037
0,2,2,1,68,2,0,False,1110.780303030303
0,2,2,1,68,4,0,False,504.1458333333333
0,2,2,1,69,1,0,False,590.574074074074
0,2,2,1,69,2,0,False,1224.4166666666667
0,2,2,1,69,3,0,False,186.20454545454547
0,2,2,1,69,4,0,False,531.3402777777778
0,2,2,1,69,5,0,False,756.5833333333334
0,2,2,1,70,1,0,True,548.7129629629629
0,2,2,1,70,1,2,True,596.2870370370371
0,2,2,1,70,1,3,False,636.1111111111111
0,2,2,1,70,1,4,False,629.2037037037037
0,2,2,1,70,2,0,False,1214.3257575757575
0,2,2,1,70,3,0,True,160.17424242424244
0,2,2,1,70,3,2,True,154.41666666666666
0,2,2,1,70,3,3,False,176.54545454545453
0,2,2,1,70,3,4,False,186.8560606060606
0,2,2,1,70,4,0,True,443.4861111111111
0,2,2,1,70,4,2,True,478.5208333333333
0,2,2,1,70,4,3,False,567.4652777777778
0,2,2,1,70,4,4,False,552.0347222222222
0,2,2,1,70,5,0,False,762.6388888888889
0,2,2,1,71,2,0,False,1325.9318181818182
0,2,2,1,71,5,0,False,760.2013888888889
0,2,2,1,72,2,0,False,1279.1742424242425
0,2,2,1,72,5,0,False,746.9652777777778
0,2,2,1,73,2,0,False,1451.659090909091
0,2,2,1,73,5,0,False,729.5902777777778
0,2,2,1,74,2,0,False,1407.871212121212
0,2,2,1,74,5,0,False,758.2847222222222
0,2,2,1,75,2,0,False,1557.2045454545455
0,2,2,1,75,5,0,False,751.1527777777778
0,2,2,1,76,2,0,False,1185.1515151515152
0,2,2,1,76,5,0,False,748.1736111111111
0,2,2,1,77,2,0,False,1322.4924242424242
0,2,2,1,77,5,0,False,755.9791666666666
0,2,2,1,78,2,0,False,1335.5454545454545
0,2,2,1,78,5,0,False,752.4722222222222
0,2,2,1,79,2,0,False,1494.6363636363637
0,2,2,1,79,5,0,False,742.2361111111111
0,2,2,1,80,2,0,True,129.5
0,2,2,1,80,2,2,True,379.8939393939394
0,2,2,1,80,2,3,True,133.0530303030303
0,2,2,1,80,2,4,False,1396.310606060606
0,2,2,1,80,5,0,True,103.15972222222223
0,2,2,1,80,5,2,False,786.0694444444445
0,2,2,1,80,5,3,False,793.3263888888889
0,2,2,1,80,5,4,True,104.94444444444444
0,3,1,0,59,1,0,False,537.875
0,3,1,0,59,4,0,False,472.2083333333333
0,3,1,0,59,6,0,False,137.875
0,3,1,0,60,1,0,False,478.125
0,3,1,0,60,4,0,False,417.375
0,3,1,0,60,6,0,True,93.25
0,3,1,0,60,6,2,True,92.5
0,3,1,0,60,6,3,False,139.125
0,3,1,0,61,1,0,False,456.875
0,3,1,0,61,4,0,False,441.2916666666667
0,3,1,0,62,1,0,False,473.375
0,3,1,0,62,4,0,False,432.25
0,3,1,0,63,1,0,False,461.5
0,3,1,0,63,4,0,False,457.2916666666667
0,3,1,0,64,1,0,False,387.0
0,3,1,0,64,4,0,False,353.2916666666667
0,3,1,0,65,1,0,False,412.125
0,3,1,0,65,4,0,False,378.125
0,3,1,0,66,1,0,False,397.0
0,3,1,0,66,4,0,False,374.6666666666667
0,3,1,0,67,1,0,False,439.375
0,3,1,0,67,4,0,False,415.4583333333333
0,3,1,0,68,1,0,False,400.0
0,3,1,0,68,4,0,False,366.875
0,3,1,0,69,1,0,False,416.25
0,3,1,0,69,3,0,False,113.875
0,3,1,0,69,4,0,False,393.8333333333333
0,3,1,0,70,1,0,True,374.625
0,3,1,0,70,1,2,True,403.0
0,3,1,0,70,1,3,False,457.5
0,3,1,0,70,3,0,True,106.25
0,3,1,0,70,3,2,True,94.0
0,3,1,0,70,3,3,False,97.0
0,3,1,0,70,4,0,True,333.0
0,3,1,0,70,4,2,True,361.0416666666667
0,3,1,0,70,4,3,False,421.125
0,3,1,1,59,1,0,False,706.4166666666666
0,3,1,1,59,4,0,False,595.9166666666666
0,3,1,1,59,6,0,False,248.08333333333334
0,3,1,1,60,1,0,False,626.0833333333334
0,3,1,1,60,4,0,False,554.625
0,3,1,1,60,6,0,True,92.58333333333333
0,3,1,1,60,6,2,True,95.66666666666667
0,3,1,1,60,6,3,False,256.8333333333333
0,3,1,1,60,6,4,False,225.25
0,3,1,1,61,1,0,False,672.75
0,3,1,1,61,4,0,False,551.7083333333334
0,3,1,1,62,1,0,False,621.8333333333334
0,3,1,1,62,4,0,False,551.375
0,3,1,1,63,1,0,False,643.4166666666666
0,3,1,1,63,4,0,False,581.2916666666666
0,3,1,1,64,1,0,False,574.6666666666666
0,3,1,1,64,4,0,False,495.25
0,3,1,1,65,1,0,False,591.0833333333334
0,3,1,1,65,4,0,False,502.875
0,3,1,1,66,1,0,False,580.5
0,3,1,1,66,4,0,False,512.9583333333334
0,3,1,1,67,1,0,False,635.3333333333334
0,3,1,1,67,4,0,False,531.875
0,3,1,1,68,1,0,False,576.8333333333334
0,3,1,1,68,4,0,False,491.5833333333333
0,3,1,1,69,1,0,False,580.8333333333334
0,3,1,1,69,3,0,False,185.91666666666666
0,3,1,1,69,4,0,False,511.0833333333333
0,3,1,1,69,5,0,False,748.1666666666666
0,3,1,1,70,1,0,True,537.0833333333334
0,3,1,1,70,1,2,True,592.8333333333334
0,3,1,1,70,1,3,False,644.9166666666666
0,3,1,1,70,1,4,False,599.1666666666666
0,3,1,1,70,3,0,True,156.83333333333334
0,3,1,1,70,3,2,True,145.75
0,3,1,1,70,3,3,False,178.0
0,3,1,1,70,3,4,False,186.08333333333334
0,3,1,1,70,4,0,True,431.3333333333333
0,3,1,1,70,4,2,True,456.25
0,3,1,1,70,4,3,False,533.5833333333334
0,3,1,1,70,4,4,False,547.2916666666666
0,3,1,1,70,5,0,False,757.9166666666666
0,3,1,1,71,5,0,False,755.25
0,3,1,1,72,5,0,False,730.8333333333334
0,3,1,1,73,5,0,False,714.9166666666666
0,3,1,1,74,5,0,False,741.0
0,3,1,1,75,5,0,False,722.3333333333334
0,3,1,1,76,5,0,False,704.4166666666666
0,3,1,1,77,5,0,False,717.5
0,3,1,1,78,5,0,False,741.8333333333334
0,3,1,1,79,5,0,False,713.3333333333334
0,3,1,1,80,5,0,True,102.41666666666667
0,3,1,1,80,5,2,False,755.6666666666666
0,3,1,1,80,5,3,False,777.3333333333334
0,3,1,1,80,5,4,True,103.83333333333333
0,3,2,0,59,1,0,False,521.6944444444445
0,3,2,0,59,2,0,False,1517.0833333333333
0,3,2,0,59,4,0,False,474.6388888888889
0,3,2,0,59,6,0,False,142.5
0,3,2,0,60,1,0,False,441.0
0,3,2,0,60,2,0,False,1159.638888888889
0,3,2,0,60,4,0,False,411.6111111111111
0,3,2,0,60,6,0,True,88.69444444444444
0,3,2,0,60,6,2,True,83.94444444444444
0,3,2,0,60,6,3,False,133.19444444444446
0,3,2,0,61,1,0,False,459.6666666666667
0,3,2,0,61,2,0,False,1291.1666666666667
0,3,2,0,61,4,0,False,442.2083333333333
0,3,2,0,62,1,0,False,473.4166666666667
0,3,2,0,62,2,0,False,1236.0833333333333
0,3,2,0,62,4,0,False,438.4861111111111
0,3,2,0,63,1,0,False,475.30555555555554
0,3,2,0,63,2,0,False,1318.361111111111
0,3,2,0,63,4,0,False,459.72222222222223
0,3,2,0,64,1,0,False,390.52777777777777
0,3,2,0,64,2,0,False,1024.0277777777778
0,3,2,0,64,4,0,False,354.1666666666667
0,3,2,0,65,1,0,False,413.1666666666667
0,3,2,0,65,2,0,False,1109.2777777777778
0,3,2,0,65,4,0,False,389.30555555555554
0,3,2,0,66,1,0,False,396.30555555555554
0,3,2,0,66,2,0,False,1117.138888888889
0,3,2,0,66,4,0,False,382.7361111111111
0,3,2,0,67,1,0,False,422.0
0,3,2,0,67,2,0,False,1228.4722222222222
0,3,2,0,67,4,0,False,420.09722222222223
0,3,2,0,68,1,0,False,386.25
0,3,2,0,68,2,0,False,901.3611111111111
0,3,2,0,68,4,0,False,365.97222222222223
0,3,2,0,69,1,0,False,419.3333333333333
0,3,2,0,69,2,0,False,1015.2777777777778
0,3,2,0,69,3,0,False,107.02777777777777
0,3,2,0,69,4,0,False,401.8333333333333
0,3,2,0,70,1,0,True,376.4166666666667
0,3,2,0,70,1,2,True,415.1388888888889
0,3,2,0,70,1,3,False,442.75
0,3,2,0,70,2,0,False,1009.9166666666666
0,3,2,0,70,3,0,True,99.41666666666667
0,3,2,0,70,3,2,True,96.27777777777777
0,3,2,0,70,3,3,False,99.80555555555556
0,3,2,0,70,4,0,True,345.8611111111111
0,3,2,0,70,4,2,True,371.875
0,3,2,0,70,4,3,False,433.1388888888889
0,3,2,0,71,2,0,False,1123.6944444444443
0,3,2,0,72,2,0,False,1067.611111111111
0,3,2,0,73,2,0,False,1249.5277777777778
0,3,2,0,74,2,0,False,1189.4444444444443
0,3,2,0,75,2,0,False,1342.25
0,3,2,0,76,2,0,False,1001.9444444444445
0,3,2,0,77,2,0,False,1128.8333333333333
0,3,2,0,78,2,0,False,1107.888888888889
0,3,2,0,79,2,0,False,1272.6944444444443
0,3,2,0,80,2,0,True,119.83333333333333
0,3,2,0,80,2,2,True,316.5833333333333
0,3,2,0,80,2,3,True,127.83333333333333
0,3,2,1,59,1,0,False,688.625
0,3,2,1,59,2,0,False,1721.236111111111
0,3,2,1,59,4,0,False,588.4916666666667
0,3,2,1,59,6,0,False,259.52777777777777
0,3,2,1,60,1,0,False,630.9166666666666
0,3,2,1,60,2,0,False,1308.6805555555557
0,3,2,1,60,4,0,False,550.225
0,3,2,1,60,6,0,True,90.66666666666667
0,3,2,1,60,6,2,True,91.625
0,3,2,1,60,6,3,False,241.76388888888889
